date,state,positive,hospitalizedCumulative,death
,,,,
20200913,MS,89874,5410,2697
,,,,
20200912,MS,89620,5410,2685
,,,,
20200911,MS,89175,5410,2670
,,,,
20200910,MS,88322,5410,2656
,,,,
20200909,MS,87805,5410,2623
,,,,
20200908,MS,87379,5410,2585
,,,,
20200907,MS,87130,5326,2585
,,,,
20200906,MS,86888,5326,2584
,,,,
20200905,MS,86478,5326,2569
,,,,
20200904,MS,85939,5326,2558
,,,,
20200903,MS,85116,5326,2536
,,,,
20200902,MS,84365,5326,2526
,,,,
20200901,MS,83584,5326,2493
,,,,
20200831,MS,82950,5326,2473
,,,,
20200830,MS,82676,5300,2441
,,,,
20200829,MS,82029,5300,2427
,,,,
20200828,MS,81294,5279,2413
,,,,
20200827,MS,80695,5267,2399
,,,,
20200826,MS,80110,5234,2373
,,,,
20200825,MS,79206,5208,2315
,,,,
20200824,MS,78405,5179,2248
,,,,
20200823,MS,77894,5149,2240
,,,,
20200822,MS,77268,5149,2237
,,,,
20200821,MS,76323,5127,2214
,,,,
20200820,MS,75449,5097,2190
,,,,
20200819,MS,74555,5063,2163
,,,,
20200818,MS,73207,5025,2128
,,,,
20200817,MS,72412,4989,2095
,,,,
20200816,MS,72136,4916,2084
,,,,
20200815,MS,71755,4916,2080
,,,,
20200814,MS,70930,4873,2043
,,,,
20200813,MS,69986,4847,2011
,,,,
20200812,MS,69374,4794,1989
,,,,
20200811,MS,68293,4738,1944
,,,,
20200810,MS,67649,4680,1912
,,,,
20200809,MS,67173,4606,1896
,,,,
20200808,MS,66646,4606,1874
,,,,
20200807,MS,65436,4577,1848
,,,,
20200806,MS,64400,4511,1825
,,,,
20200805,MS,63444,4472,1804
,,,,
20200804,MS,62199,4424,1753
,,,,
20200803,MS,61125,4380,1711
,,,,
20200802,MS,60553,4314,1703
,,,,
20200801,MS,59881,4314,1693
,,,,
20200731,MS,58747,4276,1663
,,,,
20200730,MS,57579,4213,1611
,,,,
20200729,MS,55804,4152,1563
,,,,
20200728,MS,54299,4103,1543
,,,,
20200727,MS,52957,4032,1501
,,,,
20200726,MS,52304,3982,1495
,,,,
20200725,MS,51097,3982,1480
,,,,
20200724,MS,49663,3923,1463
,,,,
20200723,MS,48053,3878,1436
,,,,
20200722,MS,47071,3844,1423
,,,,
20200721,MS,45524,3797,1389
,,,,
20200720,MS,43889,3766,1358
,,,,
20200719,MS,42638,3727,1355
,,,,
20200718,MS,41846,3727,1346
,,,,
20200717,MS,40829,3712,1332
,,,,
20200716,MS,39797,3675,1308
,,,,
20200715,MS,38567,3629,1290
,,,,
20200714,MS,37542,3585,1272
,,,,
20200713,MS,36680,3530,1250
,,,,
20200712,MS,36287,3495,1249
,,,,
20200711,MS,35419,3495,1230
,,,,
20200710,MS,34622,3455,1215
,,,,
20200709,MS,33591,3414,1204
,,,,
20200708,MS,32888,3365,1188
,,,,
20200707,MS,32214,3315,1158
,,,,
20200706,MS,31257,3280,1114
,,,,
20200705,MS,30900,3268,1111
,,,,
20200704,MS,30674,3268,1107
,,,,
20200703,MS,28770,3208,1092
,,,,
20200702,MS,28770,3208,1092
,,,,
20200701,MS,27900,3177,1082
,,,,
20200630,MS,27247,3156,1073
,,,,
20200629,MS,26567,3115,1059
,,,,
20200628,MS,25892,3102,1039
,,,,
20200627,MS,25531,3078,1035
,,,,
20200626,MS,25066,3044,1022
,,,,
20200625,MS,24516,2998,1016
,,,,
20200624,MS,23424,2946,1011
,,,,
20200623,MS,22898,2915,989
,,,,
20200622,MS,22287,2881,978
,,,,
20200621,MS,20641,2767,938
,,,,
20200620,MS,20641,2767,938
,,,,
20200619,MS,20641,2767,938
,,,,
20200618,MS,20641,2767,938
,,,,
20200617,MS,20641,2767,938
,,,,
20200616,MS,20152,2728,915
,,,,
20200615,MS,19799,2680,895
,,,,
20200614,MS,19516,2665,891
,,,,
20200613,MS,19348,2644,889
,,,,
20200612,MS,19091,2643,881
,,,,
20200611,MS,18483,2614,868
,,,,
20200610,MS,18483,2614,868
,,,,
20200609,MS,17768,2535,837
,,,,
20200608,MS,17768,2535,837
,,,,
20200607,MS,17270,2522,817
,,,,
20200606,MS,16769,2475,803
,,,,
20200605,MS,16759,2475,803
,,,,
20200604,MS,16560,2340,794
,,,,
20200603,MS,16322,2340,782
,,,,
20200602,MS,16020,2296,767
,,,,
20200601,MS,15752,2296,739
,,,,
20200531,MS,15501,2272,734
,,,,
20200530,MS,15229,2240,723
,,,,
20200529,MS,14790,2208,710
,,,,
20200528,MS,14372,2147,693
,,,,
20200527,MS,14044,2106,670
,,,,
20200526,MS,13731,2070,652
,,,,
20200525,MS,13458,2046,635
,,,,
20200524,MS,13252,2023,625
,,,,
20200523,MS,13005,1996,616
,,,,
20200522,MS,12624,1966,596
,,,,
20200521,MS,12222,1932,580
,,,,
20200520,MS,11967,1901,570
,,,,
20200519,MS,11704,1840,554
,,,,
20200518,MS,11432,1805,528
,,,,
20200517,MS,11296,1773,521
,,,,
20200516,MS,11123,1748,510
,,,,
20200515,MS,10801,1712,493
,,,,
20200514,MS,10483,1667,480
,,,,
20200513,MS,10090,1616,465
,,,,
20200512,MS,9908,1582,457
,,,,
20200511,MS,9674,1546,435
,,,,
20200510,MS,9501,1531,430
,,,,
20200509,MS,9378,1512,421
,,,,
20200508,MS,9090,1478,409
,,,,
20200507,MS,8686,1442,396
,,,,
20200506,MS,8424,1392,374
,,,,
20200505,MS,8207,1352,342
,,,,
20200504,MS,7877,1316,310
,,,,
20200503,MS,7550,1298,303
,,,,
20200502,MS,7441,1265,291
,,,,
20200501,MS,7212,1226,281
,,,,
20200430,MS,6815,1175,261
,,,,
20200429,MS,6569,1126,250
,,,,
20200428,MS,6342,1088,239
,,,,
20200427,MS,6094,1060,229
,,,,
20200426,MS,5911,1001,227
,,,,
20200425,MS,5718,996,221
,,,,
20200424,MS,5434,970,209
,,,,
20200423,MS,5153,946,201
,,,,
20200422,MS,4894,910,193
,,,,
20200421,MS,4716,858,183
,,,,
20200420,MS,4512,819,169
,,,,
20200419,MS,4274,808,159
,,,,
20200418,MS,3974,782,152
,,,,
20200417,MS,3793,736,140
,,,,
20200416,MS,3624,682,129
,,,,
20200415,MS,3360,645,122
,,,,
20200414,MS,3087,596,111
,,,,
20200413,MS,2942,549,98
,,,,
20200412,MS,2781,548,96
,,,,
20200411,MS,2642,528,93
,,,,
20200410,MS,2469,482,82
,,,,
20200409,MS,2260,441,76
,,,,
20200408,MS,2003,410,67
,,,,
20200407,MS,1915,377,59
,,,,
20200406,MS,1738,475,51
,,,,
20200405,MS,1638,475,43
,,,,
20200404,MS,1455,436,35
,,,,
20200403,MS,1358,420,29
,,,,
20200402,MS,1177,360,26
,,,,
20200401,MS,1073,332,22
,,,,
20200331,MS,937,211,20
,,,,
20200330,MS,847,195,16
,,,,
20200329,MS,758,235,14
,,,,
20200328,MS,663,219,13
,,,,
20200327,MS,579,185,8
,,,,
20200326,MS,485,150,6
,,,,
20200325,MS,377,117,2
,,,,
20200324,MS,320,86,1
,,,,
20200323,MS,249,33,1
,,,,
20200322,MS,207,33,1
,,,,
20200321,MS,140,,1
,,,,
20200320,MS,80,,1
,,,,
20200319,MS,50,,
,,,,
20200318,MS,34,,
,,,,
20200317,MS,21,,
,,,,
20201202,MT,64340,2733,713
,,,,
20201201,MT,63205,2680,698
,,,,
20201130,MT,62198,2622,681
,,,,
20201129,MT,61801,2569,671
,,,,
20201128,MT,60845,2569,669
,,,,
20201127,MT,59796,2526,657
,,,,
20201126,MT,59682,2534,658
,,,,
20201125,MT,58565,2474,652
,,,,
20201124,MT,57504,2420,630
,,,,
20201123,MT,56381,2377,614
,,,,
20201122,MT,55680,2350,603
,,,,
20201121,MT,54542,2336,600
,,,,
20201120,MT,53293,2252,567
,,,,
20201119,MT,51818,2221,561
,,,,
20201118,MT,50582,2202,561
,,,,
20201117,MT,49398,2161,543
,,,,
20201116,MT,48027,2066,522
,,,,
20201115,MT,47158,2047,520
,,,,
20201114,MT,45886,2042,514
,,,,
20201113,MT,44244,1556,477
,,,,
20201112,MT,43031,1541,472
,,,,
20201111,MT,42070,1530,472
,,,,
20201110,MT,41151,1510,462
,,,,
20201109,MT,40053,1492,457
,,,,
20201108,MT,39679,1477,456
,,,,
20201107,MT,38948,1465,445
,,,,
20201106,MT,37947,1447,419
,,,,
20201105,MT,36968,1421,407
,,,,
20201104,MT,35955,1402,404
,,,,
20201103,MT,35159,1384,399
,,,,
20201102,MT,34252,1373,386
,,,,
20201101,MT,33495,1357,376
,,,,
20201031,MT,32801,1350,375
,,,,
20201030,MT,31916,1327,364
,,,,
20201029,MT,30853,1312,337
,,,,
20201028,MT,29966,1298,325
,,,,
20201027,MT,29346,1245,305
,,,,
20201026,MT,28501,1237,303
,,,,
20201025,MT,27880,1229,297
,,,,
20201024,MT,27142,1180,294
,,,,
20201023,MT,26503,1170,282
,,,,
20201022,MT,25640,1091,278
,,,,
20201021,MT,24712,1068,275
,,,,
20201020,MT,24093,1055,252
,,,,
20201019,MT,23390,1020,241
,,,,
20201018,MT,22821,1010,241
,,,,
20201017,MT,22233,1001,240
,,,,
20201016,MT,21595,986,235
,,,,
20201015,MT,20933,959,230
,,,,
20201014,MT,20210,920,225
,,,,
20201013,MT,19611,911,217
,,,,
20201012,MT,19125,904,212
,,,,
20201011,MT,18702,892,210
,,,,
20201010,MT,18117,885,209
,,,,
20201009,MT,17399,868,206
,,,,
20201008,MT,16677,851,197
,,,,
20201007,MT,16063,820,193
,,,,
20201006,MT,15347,773,192
,,,,
20201005,MT,14847,754,190
,,,,
20201004,MT,14635,744,187
,,,,
20201003,MT,14356,741,186
,,,,
20201002,MT,13855,729,186
,,,,
20201001,MT,13500,727,181
,,,,
20200930,MT,13071,717,180
,,,,
20200929,MT,12724,709,177
,,,,
20200928,MT,12413,698,174
,,,,
20200927,MT,12107,687,173
,,,,
20200926,MT,11907,684,171
,,,,
20200925,MT,11564,675,170
,,,,
20200924,MT,11242,650,165
,,,,
20200923,MT,10912,601,165
,,,,
20200922,MT,10700,584,163
,,,,
20200921,MT,10429,576,160
,,,,
20200920,MT,10299,570,157
,,,,
20200919,MT,10163,567,156
,,,,
20200918,MT,9871,555,146
,,,,
20200917,MT,9647,549,143
,,,,
20200916,MT,9431,543,141
,,,,
20200915,MT,9244,539,140
,,,,
20200914,MT,9107,531,138
,,,,
20200913,MT,9021,525,135
,,,,
20200912,MT,8925,521,133
,,,,
20200911,MT,8785,518,131
,,,,
20200910,MT,8663,512,123
,,,,
20200909,MT,8468,509,122
,,,,
20200908,MT,8381,502,119
,,,,
20200907,MT,8316,498,118
,,,,
20200906,MT,8264,486,117
,,,,
20200905,MT,8164,477,116
,,,,
20200904,MT,8019,474,114
,,,,
20200903,MT,7871,472,111
,,,,
20200902,MT,7691,461,109
,,,,
20200901,MT,7509,447,105
,,,,
20200831,MT,7421,436,104
,,,,
20200830,MT,7340,432,104
,,,,
20200829,MT,7251,429,104
,,,,
20200828,MT,7063,417,100
,,,,
20200827,MT,6929,412,98
,,,,
20200826,MT,6785,402,98
,,,,
20200825,MT,6624,394,97
,,,,
20200824,MT,6489,383,91
,,,,
20200823,MT,6429,379,90
,,,,
20200822,MT,6376,378,90
,,,,
20200821,MT,6216,363,89
,,,,
20200820,MT,6072,357,89
,,,,
20200819,MT,5956,348,84
,,,,
20200818,MT,5846,339,84
,,,,
20200817,MT,5792,330,82
,,,,
20200816,MT,5750,326,82
,,,,
20200815,MT,5659,324,82
,,,,
20200814,MT,5541,319,81
,,,,
20200813,MT,5407,315,81
,,,,
20200812,MT,5268,301,80
,,,,
20200811,MT,5104,276,77
,,,,
20200810,MT,5017,273,75
,,,,
20200809,MT,4952,272,75
,,,,
20200808,MT,4889,268,75
,,,,
20200807,MT,4757,264,70
,,,,
20200806,MT,4602,259,65
,,,,
20200805,MT,4429,248,65
,,,,
20200804,MT,4314,238,64
,,,,
20200803,MT,4233,236,64
,,,,
20200802,MT,4193,233,61
,,,,
20200801,MT,4081,230,61
,,,,
20200731,MT,3965,230,60
,,,,
20200730,MT,3814,221,55
,,,,
20200729,MT,3676,211,54
,,,,
20200728,MT,3475,205,51
,,,,
20200727,MT,3381,201,47
,,,,
20200726,MT,3342,199,46
,,,,
20200725,MT,3260,195,46
,,,,
20200724,MT,3039,191,46
,,,,
20200723,MT,2910,183,43
,,,,
20200722,MT,2813,179,42
,,,,
20200721,MT,2712,174,40
,,,,
20200720,MT,2621,167,39
,,,,
20200719,MT,2533,165,37
,,,,
20200718,MT,2471,164,37
,,,,
20200717,MT,2366,159,37
,,,,
20200716,MT,2231,150,35
,,,,
20200715,MT,2096,145,34
,,,,
20200714,MT,1952,136,34
,,,,
20200713,MT,1843,133,32
,,,,
20200712,MT,1758,128,29
,,,,
20200711,MT,1677,127,29
,,,,
20200710,MT,1593,123,28
,,,,
20200709,MT,1466,120,25
,,,,
20200708,MT,1371,117,23
,,,,
20200707,MT,1327,117,23
,,,,
20200706,MT,1249,112,23
,,,,
20200705,MT,1212,112,23
,,,,
20200704,MT,1167,112,23
,,,,
20200703,MT,1128,109,23
,,,,
20200702,MT,1083,106,22
,,,,
20200701,MT,1016,105,22
,,,,
20200630,MT,967,101,22
,,,,
20200629,MT,919,100,22
,,,,
20200628,MT,863,97,22
,,,,
20200627,MT,852,95,22
,,,,
20200626,MT,829,95,22
,,,,
20200625,MT,803,93,21
,,,,
20200624,MT,766,93,21
,,,,
20200623,MT,743,91,21
,,,,
20200622,MT,740,90,21
,,,,
20200621,MT,717,89,20
,,,,
20200620,MT,698,85,20
,,,,
20200619,MT,666,82,20
,,,,
20200618,MT,655,81,20
,,,,
20200617,MT,630,78,20
,,,,
20200616,MT,614,79,19
,,,,
20200615,MT,609,78,19
,,,,
20200614,MT,601,77,19
,,,,
20200613,MT,588,77,18
,,,,
20200612,MT,573,77,18
,,,,
20200611,MT,563,74,18
,,,,
20200610,MT,561,74,18
,,,,
20200609,MT,554,72,18
,,,,
20200608,MT,548,69,18
,,,,
20200607,MT,545,69,18
,,,,
20200606,MT,540,68,18
,,,,
20200605,MT,541,68,18
,,,,
20200604,MT,539,68,17
,,,,
20200603,MT,525,68,17
,,,,
20200602,MT,523,67,17
,,,,
20200601,MT,519,67,17
,,,,
20200531,MT,515,67,17
,,,,
20200530,MT,505,67,17
,,,,
20200529,MT,493,67,17
,,,,
20200528,MT,485,66,17
,,,,
20200527,MT,481,66,17
,,,,
20200526,MT,479,65,17
,,,,
20200525,MT,479,65,16
,,,,
20200524,MT,479,65,16
,,,,
20200523,MT,479,65,16
,,,,
20200522,MT,479,65,16
,,,,
20200521,MT,479,65,16
,,,,
20200520,MT,478,65,16
,,,,
20200519,MT,471,65,16
,,,,
20200518,MT,470,64,16
,,,,
20200517,MT,468,63,16
,,,,
20200516,MT,468,63,16
,,,,
20200515,MT,466,63,16
,,,,
20200514,MT,462,63,16
,,,,
20200513,MT,462,63,16
,,,,
20200512,MT,461,63,16
,,,,
20200511,MT,459,62,16
,,,,
20200510,MT,458,62,16
,,,,
20200509,MT,458,62,16
,,,,
20200508,MT,458,62,16
,,,,
20200507,MT,456,62,16
,,,,
20200506,MT,456,62,16
,,,,
20200505,MT,456,62,16
,,,,
20200504,MT,457,62,16
,,,,
20200503,MT,455,61,16
,,,,
20200502,MT,455,61,16
,,,,
20200501,MT,453,61,16
,,,,
20200430,MT,453,61,16
,,,,
20200429,MT,451,61,16
,,,,
20200428,MT,451,61,15
,,,,
20200427,MT,449,61,14
,,,,
20200426,MT,448,61,14
,,,,
20200425,MT,445,61,14
,,,,
20200424,MT,444,59,14
,,,,
20200423,MT,442,59,14
,,,,
20200422,MT,439,59,14
,,,,
20200421,MT,437,59,12
,,,,
20200420,MT,433,57,10
,,,,
20200419,MT,433,55,10
,,,,
20200418,MT,426,55,10
,,,,
20200417,MT,422,54,8
,,,,
20200416,MT,415,52,7
,,,,
20200415,MT,404,51,7
,,,,
20200414,MT,399,50,7
,,,,
20200413,MT,394,47,7
,,,,
20200412,MT,387,47,6
,,,,
20200411,MT,377,46,6
,,,,
20200410,MT,365,41,6
,,,,
20200409,MT,354,36,6
,,,,
20200408,MT,332,31,6
,,,,
20200407,MT,319,28,6
,,,,
20200406,MT,299,24,6
,,,,
20200405,MT,286,24,6
,,,,
20200404,MT,265,24,5
,,,,
20200403,MT,243,24,5
,,,,
20200402,MT,227,20,5
,,,,
20200401,MT,208,17,5
,,,,
20200331,MT,184,14,4
,,,,
20200330,MT,171,10,4
,,,,
20200329,MT,154,8,1
,,,,
20200328,MT,129,7,1
,,,,
20200327,MT,108,7,
,,,,
20200326,MT,71,1,
,,,,
20200325,MT,53,,
,,,,
20200324,MT,46,,
,,,,
20200323,MT,34,,
,,,,
20200322,MT,31,,
,,,,
20200321,MT,20,,
,,,,
20200320,MT,16,,
,,,,
20200319,MT,12,,
,,,,
20200318,MT,10,,
,,,,
20200317,MT,8,,
,,,,
20201202,NC,371594,,5366
,,,,
20201201,NC,367395,,5284
,,,,
20201130,NC,364512,,5261
,,,,
20201129,NC,361778,,5240
,,,,
20201128,NC,357958,,5219
,,,,
20201127,NC,354514,,5210
,,,,
20201126,NC,346506,,5138
,,,,
20201125,NC,346506,,5138
,,,,
20201124,NC,342294,,5074
,,,,
20201123,NC,339194,,5039
,,,,
20201122,NC,336775,,5034
,,,,
20201121,NC,332261,,5005
,,,,
20201120,NC,328846,,4979
,,,,
20201119,NC,325158,,4936
,,,,
20201118,NC,320862,,4898
,,,,
20201117,NC,317495,,4852
,,,,
20201116,NC,314207,,4814
,,,,
20201115,NC,312235,,4806
,,,,
20201114,NC,309118,,4756
,,,,
20201113,NC,305233,,4720
,,,,
20201112,NC,303454,,4706
,,,,
20201111,NC,300561,,4698
,,,,
20201110,NC,297442,,4660
,,,,
20201109,NC,294860,,4615
,,,,
20201108,NC,293339,,4607
,,,,
20201107,NC,291245,,4605
,,,,
20201106,NC,288569,,4582
,,,,
20201105,NC,285661,,4548
,,,,
20201104,NC,282802,,4507
,,,,
20201103,NC,280377,,4457
,,,,
20201102,NC,278028,,4390
,,,,
20201101,NC,276692,,4383
,,,,
20201031,NC,274635,,4378
,,,,
20201030,NC,271830,,4332
,,,,
20201029,NC,269021,,4283
,,,,
20201028,NC,266136,,4245
,,,,
20201027,NC,263883,,4211
,,,,
20201026,NC,261742,,4170
,,,,
20201025,NC,260099,,4157
,,,,
20201024,NC,258292,,4144
,,,,
20201023,NC,255708,,4114
,,,,
20201022,NC,252992,,4082
,,,,
20201021,NC,250592,,4032
,,,,
20201020,NC,248750,,3992
,,,,
20201019,NC,247172,,3939
,,,,
20201018,NC,246028,,3934
,,,,
20201017,NC,243725,,3929
,,,,
20201016,NC,241623,,3910
,,,,
20201015,NC,238939,,3874
,,,,
20201014,NC,236407,,3856
,,,,
20201013,NC,234481,,3816
,,,,
20201012,NC,232747,,3773
,,,,
20201011,NC,231471,,3770
,,,,
20201010,NC,229752,,3765
,,,,
20201009,NC,227431,,3747
,,,,
20201008,NC,225397,,3722
,,,,
20201007,NC,222969,,3693
,,,,
20201006,NC,221258,,3670
,,,,
20201005,NC,219754,,3637
,,,,
20201004,NC,217496,,3634
,,,,
20201003,NC,216886,,3629
,,,,
20201002,NC,214684,,3608
,,,,
20201001,NC,212909,,3579
,,,,
20200930,NC,210632,,3532
,,,,
20200929,NC,209137,,3494
,,,,
20200928,NC,208248,,3445
,,,,
20200927,NC,207380,,3441
,,,,
20200926,NC,206090,,3440
,,,,
20200925,NC,204331,,3409
,,,,
20200924,NC,198189,,3356
,,,,
20200923,NC,196501,,3316
,,,,
20200922,NC,195549,,3286
,,,,
20200921,NC,194381,,3247
,,,,
20200920,NC,193581,,3243
,,,,
20200919,NC,192248,,3235
,,,,
20200918,NC,191019,,3207
,,,,
20200917,NC,189576,,3180
,,,,
20200916,NC,188024,,3149
,,,,
20200915,NC,186887,,3111
,,,,
20200914,NC,185781,,3060
,,,,
20200913,NC,184936,,3052
,,,,
20200912,NC,183740,,3047
,,,,
20200911,NC,182286,,3023
,,,,
20200910,NC,180754,,2990
,,,,
20200909,NC,179532,,2958
,,,,
20200908,NC,178635,,2909
,,,,
20200907,NC,177919,,2897
,,,,
20200906,NC,176901,,2890
,,,,
20200905,NC,175815,,2889
,,,,
20200904,NC,174254,,2839
,,,,
20200903,NC,172209,,2803
,,,,
20200902,NC,170553,,2779
,,,,
20200901,NC,169424,,2741
,,,,
20200831,NC,167313,,2702
,,,,
20200830,NC,166127,,2692
,,,,
20200829,NC,165076,,2683
,,,,
20200828,NC,162491,,2652
,,,,
20200827,NC,161076,,2630
,,,,
20200826,NC,158985,,2606
,,,,
20200825,NC,157741,,2570
,,,,
20200824,NC,156396,,2535
,,,,
20200823,NC,155113,,2531
,,,,
20200822,NC,153641,,2521
,,,,
20200821,NC,151912,,2494
,,,,
20200820,NC,149904,,2465
,,,,
20200819,NC,147932,,2431
,,,,
20200818,NC,146779,,2396
,,,,
20200817,NC,145516,,2348
,,,,
20200816,NC,144952,,2347
,,,,
20200815,NC,143706,,2343
,,,,
20200814,NC,142170,,2313
,,,,
20200813,NC,140824,,2287
,,,,
20200812,NC,139061,,2249
,,,,
20200811,NC,137895,,2204
,,,,
20200810,NC,136844,,2172
,,,,
20200809,NC,136218,,2168
,,,,
20200808,NC,134766,,2160
,,,,
20200807,NC,132812,,2134
,,,,
20200806,NC,131267,,2092
,,,,
20200805,NC,129288,,2050
,,,,
20200804,NC,128161,,2010
,,,,
20200803,NC,126532,,1982
,,,,
20200802,NC,125219,,1969
,,,,
20200801,NC,123878,,1964
,,,,
20200731,NC,122148,,1924
,,,,
